titulo,ubicacion,precio,caracteristicas,area_m2,habitaciones,banos,parqueaderos,url,codigo,pagina,numero_en_pagina
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.700.000,"168 m²
2 hab.
3 bañ.
2 par.",168,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-3-banos-2-garajes/687-M5155155,687-M5155155,2,23
"Casa en Arriendo, Florida Nueva, Medellín",Florida Nueva | Medellín,$6.600.000,"196 m²
5 hab.
5 bañ.",196,5,5,,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-florida-nueva-5-habitaciones-5-banos/19795-M5691377,19795-M5691377,2,24
"Apartamento en Arriendo, Laureles, Medellín",Laureles | Noroccidente | Medellín,$5.000.000,"110 m²
3 hab.
3 bañ.",110,3,3,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-lorena-3-habitaciones-3-banos/20662-M6060255,20662-M6060255,2,25
"Apartamento en Arriendo, Poblado San Lucas, Medellín",Poblado San Lucas | Medellín,$12.000.000,"80 m²
2 hab.
2 bañ.
1 par.",80,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-san-lucas-2-habitaciones-2-banos-1-garajes/19797-M6068374,19797-M6068374,2,26
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$12.800.000,"170 m²
3 hab.
4 bañ.
2 par.",170,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M5677579,687-M5677579,2,27
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$9.000.000,"179 m²
3 hab.
4 bañ.
2 par.",179,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M4698150,687-M4698150,2,28
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$14.500.000,"227 m²
4 hab.
4 bañ.
4 par.",227,4,4,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.1-4-habitaciones-4-banos-4-garajes/687-M5565217,687-M5565217,2,29
"Oficina en Venta y Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$1.350.000.000,"260 m²
3 bañ.
4 par.",260,,3,4,https://www.metrocuadrado.com/inmueble/venta-oficina-medellin-la-aguacatala-3-banos-4-garajes/687-M2428686,687-M2428686,2,30
"Casa en Arriendo, Poblado, Medellín",Poblado | Suroriente | Medellín,$8.000.000,"110 m²
4 hab.
4 bañ.",110,4,4,,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-castillo-4-habitaciones-4-banos/20662-M6014660,20662-M6014660,2,31
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Suroriente | Medellín,$13.500.000,"130 m²
3 hab.
4 bañ.
2 par.",130,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-3-habitaciones-4-banos-2-garajes/20543-M6065528,20543-M6065528,2,32
"Bodega en Arriendo, Guayabal, Medellín",Guayabal | Suroccidente | Medellín,$26.000.000,"745 m²
5 bañ.",745,,5,,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-guayabal-5-banos/20662-M5988162,20662-M5988162,2,33
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Suroriente | Medellín,$12.000.000,"130 m²
3 hab.
3 bañ.
2 par.",130,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-3-habitaciones-3-banos-2-garajes/20543-M6070728,20543-M6070728,2,34
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$6.200.000,"180 m²
2 hab.
3 bañ.
2 par.",180,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-3-banos-2-garajes/687-M5677588,687-M5677588,2,35
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$9.400.000,"180 m²
3 hab.
4 bañ.
2 par.",180,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-2-garajes/687-M5730199,687-M5730199,2,36
"Apartamento en Venta y Arriendo, Poblado, Medellín",Poblado | Suroriente | Medellín,$598.000.000,"160 m²
3 hab.
3 bañ.
1 par.",160,3,3,1,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-castropol-3-habitaciones-3-banos-1-garajes/687-1820579,687-1820579,2,37
"Apartamento en Arriendo, Poblado San Lucas, Medellín",Poblado San Lucas | Medellín,$5.500.000,"87 m²
1 hab.
1 bañ.
1 par.",87,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-san-lucas-1-habitaciones-1-banos-1-garajes/19797-M6068684,19797-M6068684,2,38
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$8.200.000,"325 m²
3 hab.
4 bañ.
2 par.",325,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M3091149,687-M3091149,2,39
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$6.900.000,"168 m²
3 hab.
3 bañ.
2 par.",168,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-3-banos-2-garajes/687-M5233761,687-M5233761,2,40
"Oficina en Arriendo, Laureles, Medellín",Laureles | Noroccidente | Medellín,$3.100.000,"60 m²
1 bañ.
1 par.",60,,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-lorena-1-banos-1-garajes/17698-M5825094,17698-M5825094,2,41
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Medellín,$4.500.000,"87 m²
3 hab.
3 bañ.
2 par.",87,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-3-banos-2-garajes/19474-M5841941,19474-M5841941,2,42
"Bodega en Arriendo, Laureles, Medellín",Laureles | Noroccidente | Medellín,$25.000.000,"400 m²
2 bañ.",400,,2,,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-el-velodromo-2-banos/17698-M5838131,17698-M5838131,2,43
"Casa en Arriendo, Simon Bolivar, Medellín",Simon Bolivar | Medellín,$5.500.000,"110 m²
5 hab.
2 bañ.",110,5,2,,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-simon-bolivar-5-habitaciones-2-banos/18936-M6067470,18936-M6067470,2,44
"Local Comercial en Arriendo, Poblado, Medellín",Poblado | Noroccidente | Medellín,$7.000.000,"93,05 m²",05,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-los-conquistadores/661-M5029868,661-M5029868,2,45
"Local Comercial en Arriendo, Poblado, Medellín",Poblado | Medellín,$1.800.000,"18 m²
1 bañ.",18,,1,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-poblado-1-banos/17698-M6012346,17698-M6012346,2,46
"Bodega en Arriendo, Aguacatala, Medellín",Aguacatala | Suroccidente | Medellín,$42.000.000,"1.200 m²
5 bañ.
4 par.",200,,5,4,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-guayabal-5-banos-4-garajes/17698-M5846679,17698-M5846679,2,47
"Apartamento en Arriendo, LAS PALMAS, Medellín",LAS PALMAS | Suroriente | Medellín,$7.200.000,"110 m²
2 hab.
3 bañ.
1 par.",110,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-3-banos-1-garajes/16749-M4802293,16749-M4802293,2,48
"Edificio de Apartamentos en Arriendo, Catercol, Medellín",Catercol | Suroriente | Medellín,$15.000.000,391 m²,391,,,,https://www.metrocuadrado.com/inmueble/arriendo-edificio-de-apartamentos-medellin-perpetuo-socorro/18075-M5347367,18075-M5347367,2,49
"Local Comercial en Arriendo, Laureles, Medellín",Laureles | Noroccidente | Medellín,$8.500.000,"153 m²
1 bañ.
1 par.",153,,1,1,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-lorena-1-banos-1-garajes/17698-M5837716,17698-M5837716,2,50
"Apartamento en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$3.600.000,"135 m²
3 hab.
3 bañ.
1 par.",135,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-acacias-3-habitaciones-3-banos-1-garajes/18536-M6007783,18536-M6007783,2,51
"Apartamento en Arriendo, San Lucas, Medellín",San Lucas | Suroriente | Medellín,$4.500.000,"128 m²
3 hab.
3 bañ.
2 par.",128,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-3-banos-2-garajes/11224-M5941951,11224-M5941951,2,52
"Casa en Arriendo, El Retiro, Medellín",El Retiro | Medellín,$16.000.000,"361 m²
4 hab.
5 bañ.
2 par.",361,4,5,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-na-4-habitaciones-5-banos-2-garajes/2671-M5812021,2671-M5812021,2,53
"Apartamento en Arriendo, El Tesoro, Medellín",El Tesoro | Medellín,$30.000.000,"458 m²
5 hab.
5 bañ.
3 par.",458,5,5,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-5-habitaciones-5-banos-3-garajes/2671-M6014232,2671-M6014232,2,54
"Casa en Arriendo, Los Balsos, Medellín",Los Balsos | Medellín,$58.700.000,"844,29 m²
5 hab.
5 bañ.
2 par.",29,5,5,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-5-habitaciones-5-banos-2-garajes/2671-M5812213,2671-M5812213,2,55
"Apartamento en Arriendo, Poblado Los Balsos, Medellín",Poblado Los Balsos | Medellín,$16.000.000,"250 m²
3 hab.
5 bañ.
2 par.",250,3,5,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-los-balsos-3-habitaciones-5-banos-2-garajes/17556-M6059448,17556-M6059448,2,56
"Apartamento en Arriendo, Los Balsos, Medellín",Los Balsos | Medellín,$4.600.000,"110 m²
3 hab.
2 bañ.
2 par.",110,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-3-habitaciones-2-banos-2-garajes/11224-M6070847,11224-M6070847,2,57
"Casa en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$8.500.000,"230 m²
3 hab.
4 bañ.
2 par.",230,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-poblado-3-habitaciones-4-banos-2-garajes/14059-M5740316,14059-M5740316,2,58
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$8.000.000,"280 m²
4 hab.
3 bañ.
2 par.",280,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-4-habitaciones-3-banos-2-garajes/2398-M5863286,2398-M5863286,2,59
"Casa en Arriendo, Belen, Medellín",Belen | Medellín,$5.700.000,"160 m²
4 hab.
4 bañ.
1 par.",160,4,4,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-belen-4-habitaciones-4-banos-1-garajes/16120-M5946451,16120-M5946451,2,60
"Apartamento en Arriendo, Altos Del Poblado, Medellín",Altos Del Poblado | Medellín,$9.500.000,"108 m²
3 hab.
3 bañ.
2 par.",108,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-3-banos-2-garajes/16120-M6064040,16120-M6064040,2,61
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Medellín,$3.500.000,"74 m²
3 hab.
2 bañ.
1 par.",74,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-2-banos-1-garajes/16120-M6013166,16120-M6013166,2,62
"Casa en Arriendo, Alejandria, Medellín",Alejandria | Medellín,$7.500.000,"220 m²
3 hab.
4 bañ.
2 par.",220,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-alejandria-3-habitaciones-4-banos-2-garajes/16120-M6011688,16120-M6011688,2,63
"Apartaestudio en Arriendo, LAURELES EL NOGAL Suroccidente, Medellín",LAURELES EL NOGAL Suroccidente | Noroccidente | Medellín,$4.200.000,"37 m²
1 hab.
1 bañ.",37,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-laureles-1-habitaciones-1-banos/MC6057847,MC6057847,2,64
"Apartamento en Arriendo, BELEN DE LA MOTA Nororiente, Medellín",BELEN DE LA MOTA Nororiente | Suroccidente | Medellín,$4.600.000,"69 m²
3 hab.
2 bañ.
1 par.",69,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-rincon-3-habitaciones-2-banos-1-garajes/MC5981708,MC5981708,2,65
"Apartamento en Arriendo, BELEN LOMA DE LOS BERNAL Nororiente, Medellín",BELEN LOMA DE LOS BERNAL Nororiente | Suroccidente | Medellín,$2.400.000,"55 m²
2 hab.
1 bañ.
1 par.",55,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-2-habitaciones-1-banos-1-garajes/MC6004059,MC6004059,2,66
"Apartamento en Arriendo, NUEVA VILLA DE ABURRA Suroccidente, Medellín",NUEVA VILLA DE ABURRA Suroccidente | Suroccidente | Medellín,$1.900.000,"55 m²
2 hab.
1 bañ.",55,2,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-nueva-villa-de-aburra-2-habitaciones-1-banos/MC4655552,MC4655552,2,67
"Apartamento en Arriendo, Medellin, Medellín",Medellin | Medellín,$4.900.000,"61 m²
1 hab.
2 bañ.
1 par.",61,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-1-habitaciones-2-banos-1-garajes/11813-M5986681,11813-M5986681,3,1
"Bodega en Arriendo, Cristo Rey, Medellín",Cristo Rey | Suroccidente | Medellín,$3.980.000,"165 m²
2 bañ.",165,,2,,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-cristo-rey-2-banos/737-M5859490,737-M5859490,3,2
"Apartamento en Arriendo, Santa Monica, Medellín",Santa Monica | Medellín,$2.300.000,"100 m²
3 hab.
2 bañ.
1 par.",100,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-monica-3-habitaciones-2-banos-1-garajes/17143-M5627340,17143-M5627340,3,3
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$24.000.000,"295 m²
3 hab.
4 bañ.
3 par.",295,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-4-banos-3-garajes/687-M5565858,687-M5565858,3,4
"Bodega en Arriendo, La Aguacatala, Medellín",La Aguacatala | Suroccidente | Medellín,$47.620.000,"1.160 m²
5 bañ.",160,,5,,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-guayabal-5-banos/20662-M6033268,20662-M6033268,3,5
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$8.500.000,"261 m²
4 hab.
3 bañ.
2 par.",261,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-4-habitaciones-3-banos-2-garajes/687-M5623953,687-M5623953,3,6
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$15.500.000,"180 m²
3 hab.
4 bañ.
2 par.",180,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M4871527,687-M4871527,3,7
"Casa en Venta y Arriendo, poblado, Medellín",poblado | Suroriente | Medellín,$940.000.000,"267 m²
3 hab.
4 bañ.
2 par.",267,3,4,2,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-alejandria-3-habitaciones-4-banos-2-garajes/687-M2200040,687-M2200040,3,8
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$6.000.000,"142 m²
3 hab.
3 bañ.
1 par.",142,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-3-banos-1-garajes/12116-M5012367,12116-M5012367,3,9
"Apartamento en Arriendo, Alto De Las Palmas, Medellín",Alto De Las Palmas | Medellín,$6.000.000,"89 m²
2 hab.
2 bañ.
2 par.",89,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alto-de-las-palmas-2-habitaciones-2-banos-2-garajes/19014-M6066273,19014-M6066273,3,10
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.150.000,"90 m²
3 hab.
2 bañ.
2 par.",90,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-2-garajes/687-M5394064,687-M5394064,3,11
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$60.000.000,"890 m²
5 hab.
5 bañ.
4 par.",890,5,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-san-lucas-5-habitaciones-5-banos-4-garajes/687-M5783634,687-M5783634,3,12
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$3.200.000,"85 m²
3 hab.
2 bañ.
1 par.",85,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-acacias-3-habitaciones-2-banos-1-garajes/12116-M6015852,12116-M6015852,3,13
"Apartamento en Arriendo, Palmas, Medellín",Palmas | Nororiente | Medellín,$7.000.000,"74 m²
2 hab.
2 bañ.
1 par.",74,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-2-habitaciones-2-banos-1-garajes/20543-M5989363,20543-M5989363,3,14
"Apartamento en Arriendo, GUAYABAL, Medellín",GUAYABAL | Suroccidente | Medellín,$3.400.000,"70 m²
3 hab.
2 bañ.
1 par.",70,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-fe-3-habitaciones-2-banos-1-garajes/12116-M4964241,12116-M4964241,3,15
"Casa en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$5.600.000,"300 m²
5 hab.
5 bañ.
2 par.",300,5,5,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-diego-echavarria-5-habitaciones-5-banos-2-garajes/12116-M5784201,12116-M5784201,3,16
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$8.200.000,"250 m²
4 hab.
4 bañ.
2 par.",250,4,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-4-habitaciones-4-banos-2-garajes/687-M5146639,687-M5146639,3,17
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$28.000.000,"320 m²
3 hab.
4 bañ.
2 par.",320,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M5675563,687-M5675563,3,18
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$23.300.000,"290 m²
2 hab.
4 bañ.
3 par.",290,2,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-2-habitaciones-4-banos-3-garajes/687-M6013219,687-M6013219,3,19
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Otros | Medellín,$4.450.000,"89 m²
3 hab.
3 bañ.
2 par.",89,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M6013351,687-M6013351,3,20
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$13.800.000,"330 m²
4 hab.
5 bañ.
2 par.",330,4,5,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-4-habitaciones-5-banos-2-garajes/687-M5962839,687-M5962839,3,21
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$12.800.000,"180 m²
3 hab.
4 bañ.
2 par.",180,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M4871568,687-M4871568,3,22
"Apartamento en Venta y Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$550.000.000,"132 m²
3 hab.
4 bañ.
2 par.",132,3,4,2,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M2006141,687-M2006141,3,23
"Casa lote en Arriendo, Los Naranjos, Medellín",Los Naranjos | Medellín,$13.800.000,350 m²,350,,,,https://www.metrocuadrado.com/inmueble/arriendo-casa-lote-medellin-los-naranjos/17287-M6012147,17287-M6012147,3,24
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$14.000.000,"400 m²
4 hab.
5 bañ.
4 par.",400,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.1-4-habitaciones-5-banos-4-garajes/687-M4399881,687-M4399881,3,25
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$8.100.000,"220 m²
4 hab.
3 bañ.
2 par.",220,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-diamante-no.2-4-habitaciones-3-banos-2-garajes/687-M5623981,687-M5623981,3,26
"Casa en Arriendo, Belen Altavista, Medellín",Belen Altavista | Medellín,$1.600.000,"104 m²
4 hab.
2 bañ.",104,4,2,,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-belen-altavista-4-habitaciones-2-banos/19474-M6005214,19474-M6005214,3,27
"Apartamento en Arriendo, Medellin, Medellín",Medellin | Medellín,$3.500.000,"78 m²
2 hab.
1 bañ.",78,2,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-2-habitaciones-1-banos/11813-M5945864,11813-M5945864,3,28
"Local Comercial en Arriendo, Las Playas, Medellín",Las Playas | Medellín,$17.000.000,"259 m²
2 bañ.
1 par.",259,,2,1,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-las-playas-2-banos-1-garajes/34-M5756803,34-M5756803,3,29
"Apartamento en Arriendo, LAURELES LA CASTELLANA, Medellín",LAURELES LA CASTELLANA | Noroccidente | Medellín,$3.000.000,"132 m²
3 hab.
3 bañ.
1 par.",132,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-acacias-3-habitaciones-3-banos-1-garajes/11530-M5835050,11530-M5835050,3,30
"Apartamento en Arriendo, Medellin, Medellín",Medellin | Medellín,$2.800.000,"53 m²
2 hab.
2 bañ.
1 par.",53,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-2-habitaciones-2-banos-1-garajes/11813-M6011766,11813-M6011766,3,31
