titulo,ubicacion,precio,caracteristicas,area_m2,habitaciones,banos,parqueaderos,url,codigo,pagina,numero_en_pagina
"Local Comercial en Arriendo, MILLA DE ORO, Medellín",MILLA DE ORO | Otros | Medellín,$50.000.000,670 m²,670,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin/16642-M5620830,16642-M5620830,95,7
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.500.000,"116 m²
3 hab.
3 bañ.
2 par.",116,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-3-banos-2-garajes/687-M5325392,687-M5325392,95,8
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$6.750.000,"140 m²
3 hab.
3 bañ.
2 par.",140,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-3-banos-2-garajes/687-M5183408,687-M5183408,95,9
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.200.000,"152 m²
3 hab.
3 bañ.
2 par.",152,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-3-banos-2-garajes/687-M5339798,687-M5339798,95,10
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$9.500.000,"340 m²
3 hab.
4 bañ.
4 par.",340,3,4,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-3-habitaciones-4-banos-4-garajes/687-M3355632,687-M3355632,95,11
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.350.000,"85 m²
3 hab.
2 bañ.
1 par.",85,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-1-garajes/687-M5806771,687-M5806771,95,12
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$9.200.000,"95 m²
2 hab.
3 bañ.
2 par.",95,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-2-habitaciones-3-banos-2-garajes/687-M3577229,687-M3577229,95,13
"Apartamento en Arriendo, San Cristobal, Medellín",San Cristobal | Medellín,$1.050.000,"50 m²
3 hab.
1 bañ.",50,3,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-cristobal-3-habitaciones-1-banos/21136-M6059907,21136-M6059907,95,14
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$5.300.000,"137 m²
3 hab.
4 bañ.
1 par.",137,3,4,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-4-banos-1-garajes/12116-M5855113,12116-M5855113,95,15
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.200.000,"53 m²
1 hab.
2 bañ.
1 par.",53,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-1-habitaciones-2-banos-1-garajes/687-M5448755,687-M5448755,95,16
"Local Comercial en Arriendo, MILLA DE ORO, Medellín",MILLA DE ORO | Otros | Medellín,$15.631.260,138 m²,138,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin/16642-M5620721,16642-M5620721,95,17
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.000.000,"97 m²
3 hab.
3 bañ.
1 par.",97,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-3-banos-1-garajes/687-M5794607,687-M5794607,95,18
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.700.000,"133 m²
3 hab.
2 bañ.
1 par.",133,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-2-banos-1-garajes/687-M5166562,687-M5166562,95,19
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.850.000,"64 m²
1 hab.
2 bañ.
1 par.",64,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-1-habitaciones-2-banos-1-garajes/687-M5979771,687-M5979771,95,20
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.850.000,"84 m²
3 hab.
2 bañ.
1 par.",84,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-villa-carlota-3-habitaciones-2-banos-1-garajes/687-M5688788,687-M5688788,95,21
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.800.000,"144 m²
2 hab.
3 bañ.
2 par.",144,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-2-habitaciones-3-banos-2-garajes/687-M4753686,687-M4753686,95,22
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$6.700.000,"160 m²
3 hab.
4 bañ.
2 par.",160,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M2795462,687-M2795462,95,23
"Oficina en Arriendo, MILLA DE ORO, Medellín",MILLA DE ORO | Otros | Medellín,$26.390.000,"365 m²
4 bañ.
4 par.",365,,4,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-4-banos-4-garajes/16642-M5621098,16642-M5621098,95,24
"Local Comercial en Arriendo, Candelaria, Medellín",Candelaria | Medellín,$7.800.000,"103 m²
1 bañ.",103,,1,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-candelaria-1-banos/20769-M5990288,20769-M5990288,95,25
"Apartamento en Arriendo, La Castellana, Medellín",La Castellana | Noroccidente | Medellín,$3.580.000,"95 m²
3 hab.
2 bañ.
1 par.",95,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-castellana-3-habitaciones-2-banos-1-garajes/17143-M5848036,17143-M5848036,95,26
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.850.000,"98 m²
3 hab.
2 bañ.
1 par.",98,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M4808273,687-M4808273,95,27
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$9.200.000,"150 m²
3 hab.
3 bañ.
2 par.",150,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-3-banos-2-garajes/687-M4948930,687-M4948930,95,28
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$6.100.000,"127 m²
3 hab.
4 bañ.
2 par.",127,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-4-banos-2-garajes/687-M4802107,687-M4802107,95,29
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$26.500.000,"850 m²
4 hab.
5 bañ.
4 par.",850,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-san-lucas-4-habitaciones-5-banos-4-garajes/687-M3238735,687-M3238735,95,30
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.350.000,"64 m²
1 hab.
2 bañ.
1 par.",64,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-1-habitaciones-2-banos-1-garajes/687-M5979959,687-M5979959,95,31
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$26.500.000,"350 m²
3 hab.
4 bañ.
2 par.",350,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M3642774,687-M3642774,95,32
"Apartamento en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$2.600.000,"116 m²
3 hab.
2 bañ.
1 par.",116,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-nueva-villa-de-aburra-3-habitaciones-2-banos-1-garajes/12116-M4629182,12116-M4629182,95,33
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.700.000,"220 m²
3 hab.
3 bañ.
2 par.",220,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-3-banos-2-garajes/687-M4975334,687-M4975334,95,34
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$8.200.000,"170 m²
3 hab.
4 bañ.
2 par.",170,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M5166542,687-M5166542,95,35
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$2.650.000,"85 m²
3 hab.
2 bañ.
1 par.",85,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-2-banos-1-garajes/687-M5359575,687-M5359575,95,36
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.700.000,"77 m²
2 hab.
2 bañ.
1 par.",77,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-2-banos-1-garajes/687-M5380241,687-M5380241,95,37
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.500.000,"72 m²
3 hab.
2 bañ.
1 par.",72,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M4855685,687-M4855685,95,38
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$4.500.000,"137 m²
3 hab.
2 bañ.
1 par.",137,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-2-banos-1-garajes/12116-M5040391,12116-M5040391,95,39
"Oficina en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$11.300.000,"140 m²
1 bañ.
3 par.",140,,1,3,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-simesa-1-banos-3-garajes/687-M4794759,687-M4794759,95,40
"Casa en Venta y Arriendo, poblado, Medellín",poblado | Suroriente | Medellín,$1.000.000.000,"276 m²
4 hab.
3 bañ.
4 par.",276,4,3,4,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-la-florida-4-habitaciones-3-banos-4-garajes/687-M2166387,687-M2166387,95,41
"Apartamento en Arriendo, CIUDAD DEL RIO, Medellín",CIUDAD DEL RIO | Suroriente | Medellín,$5.500.000,"121 m²
3 hab.
4 bañ.
2 par.",121,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-4-banos-2-garajes/16174-M5810680,16174-M5810680,95,42
"Apartamento en Arriendo, EL POBLADO SAN DIEGO, Medellín",EL POBLADO SAN DIEGO | Suroriente | Medellín,$3.600.000,"70 m²
3 hab.
2 bañ.
1 par.",70,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-3-habitaciones-2-banos-1-garajes/16174-M5554997,16174-M5554997,95,43
"Apartamento en Arriendo, ALTOS DEL POBLADO, Medellín",ALTOS DEL POBLADO | Otros | Medellín,$8.000.000,"90 m²
3 hab.
2 bañ.
2 par.",90,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altavista-3-habitaciones-2-banos-2-garajes/16174-M5714778,16174-M5714778,95,44
"Apartamento en Arriendo, Loma De Los Parra, Medellín",Loma De Los Parra | Medellín,$5.300.000,"184 m²
3 hab.
4 bañ.
2 par.",184,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-parra-3-habitaciones-4-banos-2-garajes/4673-M5832826,4673-M5832826,95,45
"Local Comercial en Arriendo, Conquistadores, Medellín",Conquistadores | Medellín,$5.800.000,"100 m²
2 bañ.",100,,2,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-los-conquistadores-2-banos/11704-M4508055,11704-M4508055,95,46
"Apartamento en Arriendo, CIUDAD DEL RIO, Medellín",CIUDAD DEL RIO | Suroriente | Medellín,$5.200.000,"110 m²
3 hab.
3 bañ.
2 par.",110,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-3-banos-2-garajes/16174-M5669627,16174-M5669627,95,47
"Bodega en Arriendo, Naranjal, Medellín",Naranjal | Medellín,$5.000.000,"110 m²
1 bañ.",110,,1,,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-naranjal-1-banos/18597-M6065616,18597-M6065616,95,48
"Apartamento en Arriendo, Provenza, Medellín",Provenza | Medellín,$8.500.000,"130 m²
1 hab.
2 bañ.
2 par.",130,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-provenza-1-habitaciones-2-banos-2-garajes/847-M6022079,847-M6022079,95,49
"Apartamento en Arriendo, Palmas , Medellín",Palmas | Medellín,$5.000.000,"90 m²
2 hab.
2 bañ.
2 par.",90,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-palmas.-2-habitaciones-2-banos-2-garajes/18597-M6041074,18597-M6041074,95,50
"Local Comercial en Arriendo, Belen, Medellín",Belen | Medellín,$2.960.000,"95 m²
2 bañ.",95,,2,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-belen-2-banos/98-M6013486,98-M6013486,95,51
"Local Comercial en Arriendo, CENTRO, Medellín",CENTRO | Nororiente | Medellín,$16.000.000,400 m²,400,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-la-candelaria/18238-M5968062,18238-M5968062,95,52
"Apartamento en Arriendo, Loma De Los Balsos, Medellín",Loma De Los Balsos | Suroriente | Medellín,$9.000.000,"242 m²
3 hab.
3 bañ.
2 par.",242,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-3-banos-2-garajes/847-M5004271,847-M5004271,95,53
"Bodega en Arriendo, Barrio Antioquia, Medellín",Barrio Antioquia | Suroccidente | Medellín,$4.800.000,"125 m²
1 bañ.",125,,1,,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-trinidad-1-banos/737-M4780378,737-M4780378,96,1
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$7.300.000,"180 m²
3 hab.
4 bañ.
2 par.",180,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-4-banos-2-garajes/20772-M5993699,20772-M5993699,96,2
"Apartamento en Arriendo, Santa Monica, Medellín",Santa Monica | Medellín,$2.300.000,"100 m²
3 hab.
2 bañ.
1 par.",100,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-monica-3-habitaciones-2-banos-1-garajes/17143-M5627340,17143-M5627340,96,3
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$6.200.000,"86 m²
2 hab.
2 bañ.
2 par.",86,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-2-banos-2-garajes/687-M5528677,687-M5528677,96,4
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.700.000,"66 m²
1 hab.
2 bañ.
2 par.",66,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-1-habitaciones-2-banos-2-garajes/687-M5663792,687-M5663792,96,5
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$12.200.000,"174 m²
3 hab.
3 bañ.
2 par.",174,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-3-banos-2-garajes/687-M5585289,687-M5585289,96,6
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.650.000,"132 m²
3 hab.
2 bañ.
2 par.",132,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-2-banos-2-garajes/687-M5752475,687-M5752475,96,7
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.600.000,"70 m²
1 hab.
2 bañ.
1 par.",70,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-1-habitaciones-2-banos-1-garajes/687-M5772393,687-M5772393,96,8
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.100.000,"78 m²
3 hab.
2 bañ.
1 par.",78,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-2-banos-1-garajes/687-M5288409,687-M5288409,96,9
"Bodega en Arriendo, Perpetuo Socorro, Medellín",Perpetuo Socorro | Suroriente | Medellín,$25.000.000,"1.000 m²
3 bañ.",000,,3,,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-perpetuo-socorro-3-banos/17287-M5573433,17287-M5573433,96,10
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.700.000,"124 m²
2 hab.
3 bañ.
2 par.",124,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-2-habitaciones-3-banos-2-garajes/687-M5528644,687-M5528644,96,11
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$6.700.000,"74 m²
1 hab.
2 bañ.
1 par.",74,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-1-habitaciones-2-banos-1-garajes/687-M5997860,687-M5997860,96,12
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$3.100.000,"65 m²
2 hab.
2 bañ.
1 par.",65,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-2-habitaciones-2-banos-1-garajes/12116-M5538322,12116-M5538322,96,13
"Apartamento en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$3.300.000,"84 m²
3 hab.
2 bañ.
1 par.",84,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/12116-M5528391,12116-M5528391,96,14
"Apartamento en Arriendo, Poblado San Lucas, Medellín",Poblado San Lucas | Medellín,$11.000.000,"150 m²
2 hab.
3 bañ.
2 par.",150,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-san-lucas-2-habitaciones-3-banos-2-garajes/20765-M6000255,20765-M6000255,96,15
"Apartamento en Venta y Arriendo, Poblado, Medellín",Poblado | Suroriente | Medellín,$1.080.000.000,"256 m²
3 hab.
4 bañ.
3 par.",256,3,4,3,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-poblado-3-habitaciones-4-banos-3-garajes/687-1714027,687-1714027,96,16
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$11.000.000,"326 m²
4 hab.
5 bañ.
4 par.",326,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-4-habitaciones-5-banos-4-garajes/687-M3602519,687-M3602519,96,17
"Oficina en Arriendo, GUAYABAL, Medellín",GUAYABAL | Suroccidente | Medellín,$256.000.000,"4.117 m²
5 bañ.
4 par.",117,,5,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-campo-amor-5-banos-4-garajes/687-M4141251,687-M4141251,96,18
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$11.700.000,"168 m²
3 hab.
4 bañ.
4 par.",168,3,4,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-4-garajes/687-M5177509,687-M5177509,96,19
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$8.700.000,"120 m²
3 hab.
3 bañ.
2 par.",120,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-3-banos-2-garajes/687-M5696283,687-M5696283,96,20
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.150.000,"65 m²
1 hab.
2 bañ.
2 par.",65,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-1-habitaciones-2-banos-2-garajes/687-M5371168,687-M5371168,96,21
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Nororiente | Medellín,$2.800.000,"60 m²
3 hab.
2 bañ.
1 par.",60,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.1-3-habitaciones-2-banos-1-garajes/687-M5762425,687-M5762425,96,22
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Nororiente | Medellín,$4.750.000,"90 m²
3 hab.
2 bañ.
1 par.",90,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no2-3-habitaciones-2-banos-1-garajes/687-M6031066,687-M6031066,96,23
"Bodega en Arriendo, GUAYABAL, Medellín",GUAYABAL | Suroccidente | Medellín,$8.500.000,220 m²,220,,,,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-guayabal/687-M5262250,687-M5262250,96,24
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$11.500.000,"220 m²
4 hab.
4 bañ.
3 par.",220,4,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-4-habitaciones-4-banos-3-garajes/687-M5257767,687-M5257767,96,25
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$6.000.000,"143 m²
3 hab.
3 bañ.
2 par.",143,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-3-banos-2-garajes/20769-M5990362,20769-M5990362,96,26
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$3.450.000,"115 m²
3 hab.
2 bañ.
1 par.",115,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-castellana-3-habitaciones-2-banos-1-garajes/12116-M5548406,12116-M5548406,96,27
